Time, Pressure, T_Int F, T_Ext F, Altitude f, Vin, AD0, AD1, AD2
18556, 1020.91, 80.65, 68.0, -211, 8.344, 3.035, 3.122, 3.116
18557, 1020.91, 80.65, 68.0, -211, 8.331, 3.038, 3.116, 3.116
18558, 1020.90, 80.65, 68.0, -210, 8.331, 3.084, 3.225, 3.200
18559, 1020.90, 80.63, 68.0, -210, 8.344, 3.084, 3.225, 3.196
18560, 1020.89, 80.63, 68.0, -210, 8.331, 3.084, 3.225, 3.196
18561, 1020.90, 80.61, 68.0, -210, 8.331, 3.045, 3.122, 3.116
18562, 1020.90, 80.63, 68.0, -210, 8.344, 3.038, 3.122, 3.116
18563, 1020.90, 80.61, 68.0, -210, 8.344, 3.058, 3.142, 3.161
18564, 1020.89, 80.61, 68.0, -210, 8.344, 3.058, 3.142, 3.161
18565, 1020.89, 80.63, 68.1, -210, 8.344, 3.058, 3.142, 3.167
18566, 1020.89, 80.61, 68.1, -210, 8.331, 3.058, 3.142, 3.167
18567, 1020.88, 80.61, 68.1, -210, 8.344, 3.058, 3.142, 3.167
18568, 1020.89, 80.61, 68.1, -210, 8.344, 3.029, 3.122, 3.119
18569, 1020.88, 80.61, 68.1, -210, 8.344, 3.032, 3.119, 3.122
18570, 1020.90, 80.61, 68.1, -210, 8.344, 3.093, 3.232, 3.187
18571, 1020.88, 80.61, 68.1, -210, 8.331, 3.093, 3.232, 3.183
18572, 1020.88, 80.60, 68.1, -210, 8.344, 3.038, 3.200, 3.148
18573, 1020.89, 80.60, 68.1, -210, 8.344, 3.045, 3.206, 3.154
18574, 1020.89, 80.60, 68.1, -210, 8.344, 3.038, 3.200, 3.142
18575, 1020.89, 80.60, 68.1, -210, 8.331, 3.038, 3.200, 3.142
18576, 1020.88, 80.60, 68.1, -210, 8.344, 3.058, 3.142, 3.174
18577, 1020.87, 80.60, 68.1, -210, 8.344, 3.026, 3.116, 3.116
18578, 1020.89, 80.60, 68.0, -210, 8.331, 3.026, 3.116, 3.116
18579, 1020.89, 80.60, 68.0, -210, 8.331, 3.026, 3.116, 3.116
18580, 1020.89, 80.58, 68.0, -210, 8.344, 3.084, 3.142, 3.161
18581, 1020.89, 80.58, 68.0, -210, 8.344, 3.084, 3.142, 3.161
18582, 1020.88, 80.58, 68.0, -210, 8.331, 3.084, 3.142, 3.161
18583, 1020.87, 80.58, 68.0, -210, 8.344, 3.084, 3.138, 3.167
18584, 1020.87, 80.58, 68.0, -210, 8.344, 3.038, 3.206, 3.148
18585, 1020.89, 80.58, 68.0, -210, 8.344, 3.038, 3.200, 3.148
18586, 1020.88, 80.58, 68.0, -210, 8.344, 3.071, 3.200, 3.142
18587, 1020.89, 80.58, 68.0, -210, 8.331, 3.071, 3.200, 3.142
18588, 1020.86, 80.56, 68.0, -209, 8.344, 3.077, 3.225, 3.200
18589, 1020.86, 80.56, 68.0, -209, 8.344, 3.084, 3.225, 3.196
18590, 1020.87, 80.56, 68.0, -210, 8.331, 3.071, 3.225, 3.200
18591, 1020.87, 80.56, 68.0, -210, 8.344, 3.084, 3.225, 3.200
18592, 1020.86, 80.56, 68.0, -209, 8.331, 3.084, 3.225, 3.200
18593, 1020.87, 80.56, 68.0, -210, 8.344, 3.084, 3.225, 3.142
18594, 1020.87, 80.56, 68.0, -210, 8.344, 3.084, 3.142, 3.167
18595, 1020.86, 80.56, 68.0, -209, 8.344, 3.058, 3.142, 3.161
18596, 1020.86, 80.54, 68.0, -209, 8.331, 3.045, 3.122, 3.116
18597, 1020.87, 80.54, 68.0, -210, 8.344, 3.045, 3.122, 3.109
18598, 1020.85, 80.54, 68.0, -209, 8.331, 3.051, 3.129, 3.116
18599, 1020.86, 80.54, 68.0, -209, 8.344, 3.045, 3.129, 3.116
18600, 1020.86, 80.52, 67.8, -209, 8.331, 3.038, 3.200, 3.212
18601, 1020.87, 80.52, 68.0, -210, 8.344, 3.084, 3.232, 3.200
18602, 1020.87, 80.52, 68.0, -210, 8.344, 3.071, 3.225, 3.187
18603, 1020.86, 80.52, 67.8, -209, 8.331, 3.084, 3.225, 3.200
18604, 1020.86, 80.52, 67.8, -209, 8.344, 3.045, 3.206, 3.154
18605, 1020.84, 80.51, 67.8, -209, 8.344, 3.096, 3.225, 3.174
18606, 1020.86, 80.52, 67.8, -209, 8.331, 3.093, 3.225, 3.183
18607, 1020.85, 80.52, 67.8, -209, 8.344, 3.096, 3.219, 3.174
18608, 1020.86, 80.52, 67.6, -209, 8.344, 3.045, 3.122, 3.116
18609, 1020.86, 80.51, 67.6, -209, 8.344, 3.045, 3.122, 3.116
18610, 1020.85, 80.51, 67.6, -209, 8.344, 3.045, 3.119, 3.116
18611, 1020.87, 80.51, 67.6, -210, 8.344, 3.038, 3.119, 3.116
18612, 1020.87, 80.51, 67.6, -210, 8.344, 3.071, 3.225, 3.200
18613, 1020.85, 80.49, 67.6, -209, 8.344, 3.029, 3.119, 3.116
18614, 1020.85, 80.51, 67.6, -209, 8.344, 3.096, 3.225, 3.161
18615, 1020.86, 80.51, 67.4, -209, 8.344, 3.096, 3.222, 3.161
18616, 1020.86, 80.49, 67.4, -209, 8.344, 3.090, 3.219, 3.161
18617, 1020.85, 80.49, 67.4, -209, 8.344, 3.096, 3.219, 3.164
18618, 1020.87, 80.49, 67.4, -210, 8.331, 3.045, 3.119, 3.109
18619, 1020.85, 80.49, 67.4, -209, 8.331, 3.045, 3.122, 3.116
18620, 1020.86, 80.49, 67.4, -209, 8.331, 3.051, 3.129, 3.116
18621, 1020.84, 80.49, 67.4, -209, 8.344, 3.032, 3.132, 3.135
18622, 1020.85, 80.49, 67.6, -209, 8.344, 3.032, 3.132, 3.135
18623, 1020.86, 80.49, 67.6, -209, 8.344, 3.029, 3.135, 3.132
18624, 1020.86, 80.47, 67.6, -209, 8.344, 3.096, 3.222, 3.171
18625, 1020.85, 80.45, 67.6, -209, 8.331, 3.084, 3.148, 3.200
18626, 1020.85, 80.47, 67.6, -209, 8.344, 3.038, 3.200, 3.119
18627, 1020.87, 80.47, 67.6, -210, 8.344, 3.038, 3.200, 3.122
18628, 1020.85, 80.47, 67.4, -209, 8.344, 3.038, 3.200, 3.122
18629, 1020.86, 80.45, 67.6, -209, 8.344, 3.038, 3.200, 3.142
18630, 1020.85, 80.45, 67.4, -209, 8.344, 3.038, 3.200, 3.142
18631, 1020.85, 80.47, 67.4, -209, 8.344, 3.038, 3.200, 3.142
18632, 1020.87, 80.45, 67.2, -210, 8.331, 3.045, 3.206, 3.142
18633, 1020.84, 80.45, 67.2, -209, 8.331, 3.038, 3.200, 3.142
18634, 1020.84, 80.45, 67.2, -209, 8.344, 3.084, 3.154, 3.187
18635, 1020.85, 80.45, 67.4, -209, 8.344, 3.084, 3.142, 3.187
18636, 1020.85, 80.45, 67.4, -209, 8.344, 3.084, 3.154, 3.193
18637, 1020.85, 80.45, 67.4, -209, 8.331, 3.084, 3.142, 3.187
18638, 1020.86, 80.43, 67.4, -209, 8.331, 3.084, 3.142, 3.161
18639, 1020.84, 80.43, 67.4, -209, 8.344, 3.084, 3.142, 3.158
18640, 1020.85, 80.43, 67.4, -209, 8.344, 3.080, 3.142, 3.161
18641, 1020.86, 80.43, 67.2, -209, 8.344, 3.038, 3.206, 3.154
18642, 1020.85, 80.43, 67.2, -209, 8.331, 3.038, 3.200, 3.148
18643, 1020.86, 80.43, 67.4, -209, 8.344, 3.045, 3.206, 3.154
18644, 1020.85, 80.43, 67.2, -209, 8.344, 3.084, 3.142, 3.200
18645, 1020.86, 80.43, 67.2, -209, 8.344, 3.084, 3.142, 3.200
18646, 1020.86, 80.42, 67.2, -209, 8.344, 3.084, 3.142, 3.154
18647, 1020.85, 80.42, 67.2, -209, 8.344, 3.084, 3.142, 3.154
18648, 1020.86, 80.42, 67.2, -209, 8.344, 3.084, 3.142, 3.151
18649, 1020.85, 80.42, 67.2, -209, 8.344, 3.084, 3.142, 3.154
18650, 1020.84, 80.42, 67.2, -209, 8.344, 3.035, 3.206, 3.148
18651, 1020.85, 80.42, 67.2, -209, 8.331, 3.038, 3.200, 3.142
18652, 1020.86, 80.42, 67.2, -209, 8.344, 3.038, 3.200, 3.142
18653, 1020.86, 80.42, 67.2, -209, 8.331, 3.084, 3.142, 3.187
18654, 1020.87, 80.40, 67.2, -210, 8.331, 3.045, 3.122, 3.109
18655, 1020.85, 80.40, 67.2, -209, 8.331, 3.084, 3.142, 3.167
18656, 1020.85, 80.40, 67.2, -209, 8.344, 3.084, 3.142, 3.161
18657, 1020.86, 80.40, 67.2, -209, 8.344, 3.084, 3.142, 3.161
18658, 1020.86, 80.40, 67.2, -209, 8.331, 3.084, 3.142, 3.161
18659, 1020.86, 80.40, 67.2, -209, 8.331, 3.084, 3.142, 3.161
18660, 1020.86, 80.40, 67.2, -209, 8.344, 3.038, 3.200, 3.148
18661, 1020.84, 80.40, 67.1, -209, 8.331, 3.038, 3.206, 3.154
18662, 1020.86, 80.38, 67.1, -209, 8.344, 3.058, 3.142, 3.171
18663, 1020.86, 80.38, 67.1, -209, 8.344, 3.084, 3.142, 3.200
18664, 1020.86, 80.38, 67.1, -209, 8.344, 3.032, 3.132, 3.129
18665, 1020.83, 80.38, 67.1, -208, 8.344, 3.032, 3.135, 3.129
18666, 1020.84, 80.38, 67.1, -209, 8.331, 3.032, 3.135, 3.129
18667, 1020.86, 80.38, 67.1, -209, 8.331, 3.032, 3.135, 3.129
18668, 1020.85, 80.38, 67.1, -209, 8.344, 3.096, 3.225, 3.187
18669, 1020.86, 80.38, 67.1, -209, 8.331, 3.096, 3.225, 3.161
18670, 1020.86, 80.38, 67.1, -209, 8.344, 3.096, 3.225, 3.161
18671, 1020.87, 80.36, 66.9, -210, 8.331, 3.038, 3.206, 3.148
18672, 1020.87, 80.36, 66.9, -210, 8.331, 3.038, 3.200, 3.142
18673, 1020.85, 80.36, 66.7, -209, 8.331, 3.071, 3.203, 3.148
18674, 1020.85, 80.36, 66.9, -209, 8.331, 3.038, 3.200, 3.122
18675, 1020.85, 80.36, 66.9, -209, 8.344, 3.038, 3.200, 3.122
18676, 1020.85, 80.36, 66.7, -209, 8.331, 3.071, 3.206, 3.148
18677, 1020.86, 80.36, 66.7, -209, 8.344, 3.038, 3.200, 3.119
18678, 1020.87, 80.36, 66.9, -210, 8.331, 3.038, 3.200, 3.116
18679, 1020.85, 80.34, 66.9, -209, 8.344, 3.071, 3.225, 3.200
18680, 1020.86, 80.34, 66.9, -209, 8.344, 3.084, 3.142, 3.161
18681, 1020.87, 80.34, 66.9, -210, 8.344, 3.084, 3.142, 3.161
18682, 1020.85, 80.34, 66.9, -209, 8.344, 3.058, 3.142, 3.161
18683, 1020.85, 80.34, 66.9, -209, 8.344, 3.084, 3.142, 3.187
18684, 1020.84, 80.34, 67.1, -209, 8.331, 3.084, 3.142, 3.187
18685, 1020.85, 80.34, 67.1, -209, 8.344, 3.084, 3.154, 3.193
18686, 1020.86, 80.34, 67.1, -209, 8.344, 3.084, 3.154, 3.193
18687, 1020.84, 80.33, 67.1, -209, 8.331, 3.045, 3.122, 3.109
18688, 1020.85, 80.33, 67.1, -209, 8.331, 3.045, 3.222, 3.206
18689, 1020.84, 80.31, 67.1, -209, 8.344, 3.045, 3.122, 3.116
18690, 1020.84, 80.33, 67.1, -209, 8.331, 3.045, 3.122, 3.116
18691, 1020.85, 80.33, 67.1, -209, 8.344, 3.045, 3.122, 3.116
18692, 1020.86, 80.33, 67.1, -209, 8.344, 3.045, 3.122, 3.116
18693, 1020.85, 80.33, 67.1, -209, 8.331, 3.045, 3.122, 3.122
18694, 1020.84, 80.33, 67.2, -209, 8.344, 3.045, 3.122, 3.116
18695, 1020.84, 80.31, 67.2, -209, 8.344, 3.084, 3.142, 3.200
18696, 1020.83, 80.31, 67.2, -208, 8.344, 3.084, 3.154, 3.200
18697, 1020.85, 80.31, 67.2, -209, 8.331, 3.032, 3.135, 3.129
18698, 1020.84, 80.31, 67.2, -209, 8.344, 3.032, 3.135, 3.129
18699, 1020.85, 80.31, 67.2, -209, 8.344, 3.096, 3.225, 3.167
18700, 1020.85, 80.31, 67.2, -209, 8.344, 3.096, 3.225, 3.161
18701, 1020.86, 80.31, 67.2, -209, 8.344, 3.090, 3.219, 3.161
18702, 1020.84, 80.31, 67.2, -209, 8.344, 3.090, 3.219, 3.167
18703, 1020.85, 80.29, 67.2, -209, 8.344, 3.038, 3.122, 3.109
18704, 1020.84, 80.29, 67.2, -209, 8.344, 3.084, 3.142, 3.187
18705, 1020.84, 80.29, 67.2, -209, 8.344, 3.084, 3.154, 3.187
18706, 1020.84, 80.29, 67.1, -209, 8.331, 3.032, 3.135, 3.135
18707, 1020.84, 80.29, 67.1, -209, 8.331, 3.032, 3.135, 3.132
18708, 1020.85, 80.29, 67.1, -209, 8.344, 3.032, 3.132, 3.135
18709, 1020.83, 80.29, 67.1, -208, 8.344, 3.032, 3.132, 3.135
18710, 1020.84, 80.29, 66.9, -209, 8.331, 3.032, 3.135, 3.135
18711, 1020.84, 80.29, 67.1, -209, 8.344, 3.096, 3.225, 3.174
18712, 1020.83, 80.27, 67.1, -208, 8.344, 3.090, 3.148, 3.167
18713, 1020.83, 80.27, 67.1, -208, 8.344, 3.032, 3.200, 3.142
18714, 1020.84, 80.27, 67.1, -209, 8.331, 3.032, 3.200, 3.142
18715, 1020.84, 80.27, 66.9, -209, 8.344, 3.038, 3.200, 3.116
18716, 1020.84, 80.27, 66.7, -209, 8.344, 3.038, 3.200, 3.116
18717, 1020.85, 80.27, 66.7, -209, 8.344, 3.038, 3.200, 3.116
18718, 1020.84, 80.27, 66.7, -209, 8.344, 3.038, 3.200, 3.116
18719, 1020.84, 80.27, 66.7, -209, 8.344, 3.038, 3.200, 3.109
18720, 1020.84, 80.25, 66.5, -209, 8.344, 3.071, 3.225, 3.187
18721, 1020.83, 80.25, 66.7, -208, 8.344, 3.084, 3.142, 3.154
18722, 1020.84, 80.25, 66.7, -209, 8.331, 3.084, 3.142, 3.161
18723, 1020.83, 80.25, 66.7, -208, 8.331, 3.084, 3.142, 3.154
18724, 1020.83, 80.25, 66.7, -208, 8.331, 3.084, 3.154, 3.200
18725, 1020.83, 80.25, 66.7, -208, 8.344, 3.038, 3.200, 3.122
18726, 1020.83, 80.25, 66.7, -208, 8.344, 3.038, 3.200, 3.122
18727, 1020.83, 80.25, 66.5, -208, 8.331, 3.038, 3.200, 3.119
18728, 1020.83, 80.24, 66.5, -208, 8.331, 3.077, 3.225, 3.200
18729, 1020.85, 80.25, 66.3, -209, 8.331, 3.084, 3.142, 3.161
18730, 1020.84, 80.24, 66.3, -209, 8.344, 3.084, 3.142, 3.161
18731, 1020.84, 80.24, 66.3, -209, 8.331, 3.084, 3.148, 3.167
18732, 1020.85, 80.24, 66.3, -209, 8.344, 3.038, 3.206, 3.154
18733, 1020.83, 80.24, 66.3, -208, 8.344, 3.038, 3.200, 3.116
18734, 1020.85, 80.24, 66.3, -209, 8.331, 3.038, 3.200, 3.116
18735, 1020.85, 80.24, 66.3, -209, 8.344, 3.038, 3.200, 3.109
18736, 1020.85, 80.22, 66.3, -209, 8.344, 3.032, 3.129, 3.129
18737, 1020.84, 80.22, 66.3, -209, 8.344, 3.084, 3.142, 3.154
18738, 1020.85, 80.22, 66.3, -209, 8.331, 3.084, 3.142, 3.161
18739, 1020.85, 80.24, 66.3, -209, 8.331, 3.084, 3.142, 3.161
18740, 1020.85, 80.22, 66.3, -209, 8.344, 3.035, 3.206, 3.148
18741, 1020.87, 80.22, 66.3, -210, 8.344, 3.038, 3.200, 3.142
18742, 1020.84, 80.22, 66.3, -209, 8.331, 3.071, 3.206, 3.148
18743, 1020.85, 80.22, 66.3, -209, 8.331, 3.035, 3.200, 3.122
18744, 1020.84, 80.22, 66.3, -209, 8.331, 3.038, 3.200, 3.116
18745, 1020.85, 80.20, 66.3, -209, 8.344, 3.084, 3.138, 3.161
18746, 1020.84, 80.20, 66.5, -209, 8.344, 3.084, 3.142, 3.161
18747, 1020.86, 80.20, 66.5, -209, 8.331, 3.084, 3.142, 3.161
18748, 1020.85, 80.20, 66.5, -209, 8.331, 3.084, 3.142, 3.032
18749, 1020.86, 80.20, 66.5, -209, 8.331, 3.038, 3.200, 3.148
18750, 1020.86, 80.20, 66.5, -209, 8.331, 3.038, 3.200, 3.148
18751, 1020.86, 80.20, 66.7, -209, 8.331, 3.038, 3.200, 3.116
18752, 1020.85, 80.20, 66.5, -209, 8.331, 3.038, 3.200, 3.109
18753, 1020.85, 80.16, 66.5, -209, 8.331, 3.084, 3.148, 3.187
18754, 1020.85, 80.18, 66.5, -209, 8.344, 3.038, 3.200, 3.116
18755, 1020.87, 80.18, 66.5, -210, 8.344, 3.038, 3.200, 3.116
18756, 1020.86, 80.18, 66.5, -209, 8.344, 3.026, 3.129, 3.129
18757, 1020.86, 80.18, 66.5, -209, 8.344, 3.029, 3.132, 3.129
18758, 1020.85, 80.18, 66.5, -209, 8.344, 3.045, 3.122, 3.116
18759, 1020.86, 80.18, 66.5, -209, 8.331, 3.051, 3.129, 3.116
18760, 1020.85, 80.18, 66.5, -209, 8.331, 3.071, 3.232, 3.200
18761, 1020.84, 80.16, 66.5, -209, 8.344, 3.038, 3.200, 3.122
18762, 1020.86, 80.16, 66.5, -209, 8.344, 3.071, 3.200, 3.142
18763, 1020.85, 80.16, 66.5, -209, 8.344, 3.019, 3.129, 3.142
18764, 1020.86, 80.16, 66.7, -209, 8.344, 3.029, 3.135, 3.135
18765, 1020.86, 80.16, 66.7, -209, 8.344, 3.032, 3.135, 3.135
18766, 1020.85, 80.16, 66.7, -209, 8.344, 3.032, 3.122, 3.174
18767, 1020.86, 80.16, 66.7, -209, 8.344, 3.071, 3.225, 3.187
18768, 1020.86, 80.16, 66.7, -209, 8.344, 3.071, 3.225, 3.183
18769, 1020.85, 80.16, 66.7, -209, 8.331, 3.084, 3.225, 3.200
18770, 1020.85, 80.15, 66.5, -209, 8.344, 3.084, 3.154, 3.071
18771, 1020.86, 80.15, 66.5, -209, 8.331, 3.038, 3.200, 3.116
18772, 1020.86, 80.16, 66.5, -209, 8.344, 3.067, 3.200, 3.142
18773, 1020.87, 80.15, 66.5, -210, 8.344, 3.038, 3.200, 3.116
18774, 1020.86, 80.15, 66.5, -209, 8.331, 3.032, 3.129, 3.129
18775, 1020.88, 80.15, 66.3, -210, 8.331, 3.051, 3.122, 3.113
18776, 1020.86, 80.15, 66.3, -209, 8.344, 3.038, 3.116, 3.116
18777, 1020.86, 80.15, 66.3, -209, 8.331, 3.051, 3.129, 3.116
18778, 1020.88, 80.13, 66.3, -210, 8.344, 3.084, 3.142, 3.200
18779, 1020.86, 80.15, 66.3, -209, 8.331, 3.038, 3.200, 3.122
18780, 1020.87, 80.13, 66.3, -210, 8.344, 3.071, 3.206, 3.148
18781, 1020.89, 80.13, 66.3, -210, 8.331, 3.071, 3.200, 3.142
18782, 1020.87, 80.13, 66.3, -210, 8.344, 3.026, 3.116, 3.122
18783, 1020.87, 80.13, 66.3, -210, 8.344, 3.032, 3.122, 3.122
18784, 1020.87, 80.13, 66.3, -210, 8.331, 3.045, 3.122, 3.116
18785, 1020.87, 80.13, 66.3, -210, 8.344, 3.084, 3.232, 3.200
18786, 1020.87, 80.11, 66.2, -210, 8.344, 3.071, 3.200, 3.142
18787, 1020.87, 80.13, 66.2, -210, 8.344, 3.071, 3.200, 3.142
18788, 1020.87, 80.13, 66.2, -210, 8.344, 3.064, 3.206, 3.142
18789, 1020.87, 80.11, 66.2, -210, 8.344, 3.026, 3.116, 3.116
18790, 1020.87, 80.11, 66.2, -210, 8.331, 3.032, 3.122, 3.116
18791, 1020.88, 80.11, 66.3, -210, 8.344, 3.096, 3.225, 3.187
18792, 1020.86, 80.11, 66.3, -209, 8.331, 3.096, 3.225, 3.180
18793, 1020.88, 80.11, 66.2, -210, 8.344, 3.077, 3.225, 3.200
18794, 1020.87, 80.11, 66.2, -210, 8.344, 3.071, 3.206, 3.142
18795, 1020.87, 80.11, 66.2, -210, 8.344, 3.026, 3.116, 3.122
18796, 1020.87, 80.11, 66.2, -210, 8.344, 3.032, 3.122, 3.122
18797, 1020.88, 80.11, 66.2, -210, 8.331, 3.032, 3.122, 3.122
18798, 1020.88, 80.11, 66.2, -210, 8.331, 3.096, 3.232, 3.187
18799, 1020.86, 80.09, 66.2, -209, 8.344, 3.096, 3.219, 3.174
18800, 1020.87, 80.09, 66.2, -210, 8.344, 3.038, 3.116, 3.116
18801, 1020.87, 80.09, 66.2, -210, 8.344, 3.051, 3.129, 3.116
18802, 1020.87, 80.09, 66.2, -210, 8.331, 3.084, 3.142, 3.161
18803, 1020.86, 80.09, 66.2, -209, 8.344, 3.032, 3.119, 3.116
18804, 1020.87, 80.09, 66.2, -210, 8.331, 3.096, 3.232, 3.177
18805, 1020.88, 80.09, 66.2, -210, 8.331, 3.096, 3.225, 3.187
18806, 1020.87, 80.09, 66.2, -210, 8.344, 3.096, 3.225, 3.183
18807, 1020.86, 80.09, 66.3, -209, 8.344, 3.038, 3.116, 3.109
18808, 1020.86, 80.09, 66.2, -209, 8.344, 3.038, 3.116, 3.109
18809, 1020.86, 80.09, 66.3, -209, 8.344, 3.084, 3.225, 3.200
18810, 1020.87, 80.07, 66.3, -210, 8.344, 3.084, 3.222, 3.196
18811, 1020.86, 80.07, 66.3, -209, 8.344, 3.096, 3.225, 3.187
18812, 1020.87, 80.07, 66.3, -210, 8.344, 3.045, 3.122, 3.116
18813, 1020.87, 80.07, 66.3, -210, 8.331, 3.045, 3.122, 3.116
18814, 1020.85, 80.07, 66.3, -209, 8.331, 3.071, 3.225, 3.200
18815, 1020.88, 80.07, 66.3, -210, 8.331, 3.071, 3.225, 3.196
18816, 1020.87, 80.07, 66.3, -210, 8.344, 3.084, 3.142, 3.161
18817, 1020.84, 80.00, 66.5, -209, 8.344, 3.071, 3.200, 3.142
18818, 1020.87, 80.06, 66.5, -210, 8.344, 3.029, 3.125, 3.125
18819, 1020.88, 80.06, 66.5, -210, 8.344, 3.084, 3.142, 3.161
18820, 1020.87, 80.06, 66.5, -210, 8.331, 3.084, 3.138, 3.167
18821, 1020.86, 80.06, 66.7, -209, 8.331, 3.038, 3.200, 3.142
18822, 1020.86, 80.06, 66.7, -209, 8.344, 3.038, 3.200, 3.142
18823, 1020.86, 80.06, 66.7, -209, 8.344, 3.038, 3.200, 3.116
18824, 1020.86, 80.06, 66.7, -209, 8.344, 3.032, 3.129, 3.132
18825, 1020.87, 80.04, 66.7, -210, 8.331, 3.032, 3.119, 3.122
18826, 1020.88, 80.06, 66.7, -210, 8.331, 3.096, 3.225, 3.174
18827, 1020.86, 80.04, 66.7, -209, 8.331, 3.096, 3.225, 3.187
18828, 1020.85, 80.04, 66.7, -209, 8.344, 3.058, 3.142, 3.174
18829, 1020.86, 80.04, 66.7, -209, 8.344, 3.058, 3.142, 3.174
18830, 1020.86, 80.04, 66.7, -209, 8.331, 3.038, 3.200, 3.122
18831, 1020.86, 80.04, 66.7, -209, 8.344, 3.038, 3.200, 3.122
18832, 1020.85, 80.04, 66.7, -209, 8.331, 3.090, 3.219, 3.167
18833, 1020.86, 80.04, 66.7, -209, 8.331, 3.038, 3.116, 3.109
18834, 1020.85, 80.04, 66.7, -209, 8.331, 3.051, 3.129, 3.116
18835, 1020.86, 80.04, 66.7, -209, 8.344, 3.045, 3.119, 3.116
18836, 1020.86, 80.02, 66.9, -209, 8.331, 3.038, 3.200, 3.116
18837, 1020.88, 80.02, 66.9, -210, 8.344, 3.038, 3.200, 3.109
18838, 1020.87, 80.02, 66.9, -210, 8.331, 3.032, 3.129, 3.129
18839, 1020.85, 80.02, 67.1, -209, 8.331, 3.032, 3.122, 3.116
18840, 1020.85, 80.02, 67.1, -209, 8.344, 3.096, 3.225, 3.161
18841, 1020.85, 80.02, 67.1, -209, 8.344, 3.071, 3.225, 3.200
18842, 1020.86, 80.02, 67.1, -209, 8.344, 3.077, 3.225, 3.200
18843, 1020.86, 80.02, 67.1, -209, 8.331, 3.084, 3.142, 3.167
18844, 1020.86, 80.00, 67.1, -209, 8.344, 3.032, 3.135, 3.135
18845, 1020.85, 80.00, 67.2, -209, 8.344, 3.032, 3.135, 3.135
18846, 1020.86, 80.00, 67.2, -209, 8.344, 3.096, 3.225, 3.187
18847, 1020.87, 80.00, 67.2, -210, 8.344, 3.096, 3.225, 3.187
18848, 1020.86, 80.00, 67.2, -209, 8.331, 3.045, 3.122, 3.116
18849, 1020.87, 80.00, 67.2, -210, 8.344, 3.045, 3.122, 3.116
18850, 1020.87, 80.00, 67.2, -210, 8.344, 3.084, 3.142, 3.161
18851, 1020.85, 80.00, 67.2, -209, 8.331, 3.038, 3.200, 3.142
18852, 1020.86, 79.98, 67.2, -209, 8.344, 3.096, 3.222, 3.161
18853, 1020.86, 79.98, 67.2, -209, 8.331, 3.045, 3.122, 3.109
18854, 1020.85, 79.98, 67.4, -209, 8.344, 3.045, 3.122, 3.109
18855, 1020.85, 79.98, 67.4, -209, 8.331, 3.058, 3.225, 3.206
18856, 1020.86, 79.98, 67.4, -209, 8.331, 3.071, 3.225, 3.183
18857, 1020.86, 79.98, 67.6, -209, 8.331, 3.084, 3.142, 3.148
18858, 1020.85, 79.98, 67.6, -209, 8.344, 3.077, 3.142, 3.154
18859, 1020.86, 79.98, 67.6, -209, 8.344, 3.084, 3.154, 3.200
18860, 1020.85, 79.98, 67.6, -209, 8.331, 3.038, 3.200, 3.122
18861, 1020.85, 79.97, 67.6, -209, 8.344, 3.071, 3.225, 3.200
18862, 1020.85, 79.97, 67.6, -209, 8.331, 3.084, 3.142, 3.161
18863, 1020.85, 79.98, 67.8, -209, 8.344, 3.084, 3.142, 3.161
18864, 1020.86, 79.97, 67.8, -209, 8.344, 3.084, 2.980, 3.138
18865, 1020.84, 79.97, 67.8, -209, 8.331, 3.045, 3.206, 3.154
18866, 1020.85, 79.97, 67.8, -209, 8.344, 3.045, 3.206, 3.148
18867, 1020.87, 79.97, 67.8, -210, 8.331, 3.084, 3.142, 3.200
18868, 1020.86, 79.97, 67.8, -209, 8.331, 3.029, 3.116, 3.116
18869, 1020.84, 79.95, 67.6, -209, 8.344, 3.077, 3.142, 3.154
18870, 1020.84, 79.97, 67.8, -209, 8.331, 3.038, 3.200, 3.142
18871, 1020.85, 79.95, 67.6, -209, 8.344, 3.035, 3.206, 3.142
18872, 1020.85, 79.95, 67.6, -209, 8.344, 3.084, 3.142, 3.187
18873, 1020.84, 79.95, 67.6, -209, 8.344, 3.084, 3.148, 3.200
18874, 1020.85, 79.95, 67.6, -209, 8.331, 3.032, 3.200, 3.116
18875, 1020.84, 79.95, 67.6, -209, 8.344, 3.026, 3.129, 3.129
18876, 1020.85, 79.95, 67.6, -209, 8.344, 3.032, 3.135, 3.129
18877, 1020.84, 79.93, 67.6, -209, 8.344, 3.084, 3.154, 3.200
18878, 1020.85, 79.95, 67.6, -209, 8.344, 3.084, 3.154, 3.200
18879, 1020.84, 79.95, 67.6, -209, 8.344, 3.038, 3.200, 3.122
18880, 1020.85, 79.95, 67.6, -209, 8.331, 3.038, 3.200, 3.122
18881, 1020.83, 79.91, 67.6, -208, 8.331, 3.038, 3.200, 3.148
18882, 1020.86, 79.93, 67.6, -209, 8.344, 3.038, 3.200, 3.148
18883, 1020.85, 79.93, 67.6, -209, 8.331, 3.084, 3.154, 3.200
18884, 1020.84, 79.93, 67.6, -209, 8.331, 3.032, 3.129, 3.129
18885, 1020.83, 79.91, 67.6, -208, 8.344, 3.084, 3.142, 3.154
18886, 1020.83, 79.93, 67.8, -208, 8.344, 3.077, 3.142, 3.154
18887, 1020.85, 79.93, 68.0, -209, 8.344, 3.026, 3.200, 3.142
