Time, Pressure, T_Int F, T_Ext F, Altitude f, Vin, AD0, AD1, AD2, UTC, Lat, N/S, Lon, E/W, Speed mph, Heading, GPS Altitude f, Valid
25593,1008.05,80.96,56.4,142,6.318,3.006,3.212,3.161,202035,3512.6567, N,7759.6778, W,0.07,22.32,170,1
25594,1008.04,80.94,56.6,142,6.262,3.006,3.174,3.174,202036,3512.6567, N,7759.6779, W,0.068,22.32,170,1
25595,1008.05,80.94,56.6,142,6.318,2.977,3.187,3.158,202036,3512.6567, N,7759.6779, W,0.068,22.32,170,1
25596,1008.03,80.94,56.8,143,6.318,3.006,3.209,3.142,202037,3512.6567, N,7759.6781, W,0.2,22.32,170,1
25597,1008.05,80.94,56.8,142,6.318,2.942,3.161,3.119,202038,3512.6567, N,7759.6782, W,0.388,22.32,170,1
25598,1008.05,80.94,56.8,142,6.318,2.98,3.187,3.167,202039,3512.6568, N,7759.6783, W,0.256,22.32,170,1
25599,1008.06,80.92,56.8,142,6.318,2.916,3.129,3.135,202040,3512.6568, N,7759.6784, W,0.222,22.32,170,1
25600,1008.05,80.92,56.8,142,6.288,2.942,3.161,3.122,202041,3512.6568, N,7759.6784, W,0.12,22.32,167,1
25601,1008.04,80.92,56.8,142,6.318,2.993,3.171,3.148,202042,3512.6569, N,7759.6785, W,0.196,22.32,167,1
25602,1008.08,80.94,56.8,141,6.318,2.974,3.154,3.135,202043,3512.6569, N,7759.6785, W,0.218,22.32,167,1
25603,1008.07,80.94,56.8,141,6.318,3.032,3.212,3.167,202044,3512.6569, N,7759.6785, W,0.068,22.32,167,1
25604,1008.07,80.94,56.8,141,6.318,3.006,3.212,3.161,202045,3512.6569, N,7759.6785, W,0.07,22.32,167,1
25605,1008.04,80.92,56.8,142,6.318,2.974,3.187,3.167,202046,3512.6569, N,7759.6785, W,0.174,22.32,167,1
25606,1008.04,80.92,56.8,142,6.288,3.026,3.212,3.174,202047,3512.6569, N,7759.6784, W,0.21,22.32,170,1
25607,1008.06,80.94,56.8,142,6.305,3.006,3.212,3.161,202048,3512.6568, N,7759.6783, W,0.12,22.32,170,1
25608,1008.06,80.92,56.6,142,6.318,2.948,3.161,3.132,202049,3512.6568, N,7759.6783, W,0.078,22.32,170,1
25609,1008.04,80.94,56.6,142,6.288,2.935,3.129,3.142,202050,3512.6567, N,7759.6782, W,0.086,22.32,173,1
25610,1008.04,80.92,56.4,142,6.318,2.942,3.167,3.116,202051,3512.6566, N,7759.6782, W,0.066,22.32,173,1
25611,1008.03,80.92,56.4,143,6.288,2.968,3.148,3.135,202052,3512.6566, N,7759.678, W,0.088,22.32,173,1
25612,1008.06,80.92,56.4,142,6.318,3.006,3.212,3.161,202053,3512.6566, N,7759.6779, W,0.358,22.32,173,1
25613,1008.02,80.9,56.4,143,6.318,3.013,3.216,3.161,202054,3512.6565, N,7759.6779, W,0.294,22.32,173,1
25614,1008.02,80.92,56.4,143,6.305,2.968,3.148,3.142,202055,3512.6564, N,7759.6779, W,0.068,22.32,173,1
25615,1008.04,80.92,56.4,142,6.318,3.013,3.219,3.161,202056,3512.6564, N,7759.6778, W,0.26,22.32,173,1
25616,1008.04,80.92,56.6,142,6.305,2.968,3.148,3.135,202057,3512.6563, N,7759.6777, W,0.04,22.32,173,1
25617,1008.05,80.92,56.6,142,6.305,2.935,3.129,3.148,202058,3512.6563, N,7759.6777, W,0.092,22.32,170,1
25618,1008.05,80.92,56.8,142,6.305,2.903,3.122,3.122,202059,3512.6563, N,7759.6775, W,0.132,22.32,170,1
25619,1008.06,80.92,56.8,142,6.318,2.993,3.174,3.161,202100,3512.6562, N,7759.6774, W,0.186,22.32,170,1
25620,1008.05,80.9,56.8,142,6.318,2.916,3.122,3.122,202101,3512.6562, N,7759.6773, W,0.062,22.32,170,1
25621,1008.08,80.92,57,141,6.318,2.974,3.183,3.161,202102,3512.6561, N,7759.6773, W,0.024,22.32,170,1
25622,1008.08,80.92,57,141,6.318,3.006,3.174,3.174,202103,3512.6561, N,7759.6773, W,0.138,22.32,170,1
25623,1008.06,80.92,57.2,142,6.288,2.974,3.148,3.142,202104,3512.6561, N,7759.6773, W,0.25,22.32,170,1
25624,1008.07,80.9,57.2,141,6.318,3.019,3.2,3.161,202105,3512.656, N,7759.6774, W,0.088,22.32,170,1
25625,1008.05,80.92,57.2,142,6.318,3.006,3.219,3.174,202106,3512.656, N,7759.6775, W,0.308,22.32,170,1
25626,1008.06,80.9,57.2,142,6.262,2.929,3.135,3.142,202107,3512.6559, N,7759.6776, W,0.276,22.32,173,1
25627,1008.07,80.9,57.2,141,6.262,2.948,3.119,3.119,202108,3512.6559, N,7759.6776, W,0.234,22.32,173,1
25628,1008.06,80.9,57.2,142,6.318,2.948,3.161,3.116,202109,3512.6558, N,7759.6776, W,0.206,22.32,173,1
25629,1008.07,80.9,57.2,141,6.305,2.98,3.161,3.135,202110,3512.6557, N,7759.6777, W,0.056,22.32,177,1
25630,1008.05,80.9,57.3,142,6.305,2.955,3.122,3.129,202111,3512.6557, N,7759.6778, W,0.27,22.32,177,1
25631,1008.08,80.9,57.3,141,6.275,3.006,3.174,3.161,202112,3512.6556, N,7759.6778, W,0.068,22.32,180,1
25632,1008.06,80.9,57.3,142,6.288,2.98,3.148,3.142,202113,3512.6555, N,7759.6776, W,0.18,22.32,180,1
25633,1008.07,80.9,57.5,141,6.318,3.022,3.212,3.174,202114,3512.6555, N,7759.6776, W,0.174,22.32,180,1
25634,1008.05,80.88,57.3,142,6.262,3.006,3.174,3.161,202115,3512.6555, N,7759.6776, W,0.208,22.32,180,1
25635,1008.06,80.9,57.5,142,6.288,2.984,3.183,3.161,202116,3512.6554, N,7759.6774, W,0.194,22.32,180,1
25636,1008.06,80.88,57.5,142,6.288,3.019,3.209,3.161,202117,3512.6553, N,7759.6774, W,0.21,22.32,180,1
25637,1008.08,80.9,57.5,141,6.262,3.006,3.212,3.154,202118,3512.6553, N,7759.6774, W,0.118,22.32,180,1
25638,1008.04,80.88,57.5,142,6.288,2.984,3.187,3.161,202119,3512.6551, N,7759.6772, W,0.338,22.32,183,1
25639,1008.06,80.9,57.7,142,6.288,2.926,3.119,3.132,202120,3512.6551, N,7759.677, W,0.102,22.32,183,1
25640,1008.07,80.88,57.5,141,6.288,3.006,3.212,3.161,202121,3512.655, N,7759.6769, W,0.148,22.32,183,1
25641,1008.08,80.88,57.5,141,6.288,2.951,3.167,3.129,202122,3512.6551, N,7759.6768, W,0.324,22.32,183,1
25642,1008.06,80.88,57.3,142,6.288,2.935,3.129,3.129,202123,3512.6551, N,7759.6768, W,0.16,22.32,183,1
25643,1008.05,80.88,57.3,142,6.262,2.955,3.122,3.122,202124,3512.6551, N,7759.6767, W,0.2,22.32,180,1
25644,1008.06,80.9,57.3,142,6.288,2.955,3.167,3.113,202125,3512.6552, N,7759.6766, W,0.282,22.32,180,1
25645,1008.04,80.88,57.2,142,6.262,2.971,3.151,3.135,202126,3512.6554, N,7759.6764, W,0.276,22.32,177,1
25646,1008.07,80.88,57.2,141,6.288,3.029,3.212,3.142,202127,3512.6553, N,7759.6764, W,0.096,22.32,177,1
25647,1008.04,80.88,57.2,142,6.275,3.006,3.174,3.161,202128,3512.6553, N,7759.6763, W,0.116,22.32,177,1
25648,1008.05,80.88,57.2,142,6.262,2.974,3.151,3.138,202129,3512.6553, N,7759.6764, W,0.164,22.32,177,1
25649,1008.06,80.88,57.2,142,6.288,3.019,3.2,3.161,202130,3512.6555, N,7759.6763, W,0.272,22.32,173,1
25650,1008.06,80.87,57.2,142,6.262,3.006,3.216,3.174,202131,3512.6556, N,7759.6762, W,0.056,22.32,173,1
25651,1008.05,80.87,57.2,142,6.275,2.98,3.187,3.161,202132,3512.6557, N,7759.6762, W,0.134,22.32,170,1
25652,1008.06,80.87,57,142,6.288,3.019,3.2,3.148,202133,3512.6558, N,7759.6763, W,0.146,22.32,170,1
25653,1008.07,80.88,57,141,6.275,3.019,3.212,3.148,202134,3512.656, N,7759.6764, W,0.206,22.32,170,1
25654,1008.07,80.87,57,141,6.288,2.929,3.116,3.135,202135,3512.6561, N,7759.6765, W,0.176,22.32,170,1
25655,1008.05,80.87,57,142,6.262,3.013,3.212,3.187,202136,3512.6562, N,7759.6767, W,0.132,22.32,170,1
25656,1008.06,80.88,57.2,142,6.262,3.019,3.212,3.161,202137,3512.6564, N,7759.6768, W,0.162,22.32,167,1
25657,1008.06,80.87,57.2,142,6.262,2.948,3.122,3.122,202138,3512.6565, N,7759.677, W,0.204,22.32,167,1
25658,1008.08,80.87,57.2,141,6.288,3.006,3.174,3.161,202139,3512.6566, N,7759.6772, W,0.202,22.32,167,1
25659,1008.05,80.83,57.2,142,6.262,3.013,3.183,3.154,202140,3512.6566, N,7759.6773, W,0.138,22.32,164,1
25660,1008.07,80.87,57.2,141,6.262,2.971,3.154,3.135,202141,3512.6567, N,7759.6775, W,0.032,22.32,164,1
25661,1008.07,80.87,57.2,141,6.262,3.019,3.2,3.142,202142,3512.6568, N,7759.6776, W,0.046,22.32,164,1
25662,1008.08,80.87,57.2,141,6.232,2.948,3.161,3.125,202143,3512.6569, N,7759.6778, W,0.214,22.32,160,1
25663,1008.05,80.85,57.2,142,6.262,2.984,3.183,3.167,202144,3512.657, N,7759.6778, W,0.254,22.32,160,1
25664,1008.06,80.87,57.3,142,6.262,3.022,3.203,3.158,202145,3512.6571, N,7759.6778, W,0.398,22.32,157,1
25665,1008.04,80.85,57.3,142,6.232,2.955,3.142,3.135,202146,3512.6572, N,7759.6779, W,0.376,22.32,157,1
25666,1008.07,80.85,57.3,141,6.232,2.951,3.119,3.122,202147,3512.6573, N,7759.6779, W,0.176,22.32,157,1
25667,1008.06,80.87,57.3,142,6.262,2.955,3.161,3.109,202148,3512.6573, N,7759.6779, W,0.072,22.32,157,1
25668,1008.07,80.85,57.5,141,6.262,2.993,3.206,3.161,202149,3512.6573, N,7759.6779, W,0.094,22.32,157,1
25669,1008.08,80.85,57.5,141,6.232,2.948,3.129,3.142,202150,3512.6573, N,7759.678, W,0.14,22.32,157,1
25670,1008.06,80.87,57.5,142,6.232,3.006,3.174,3.161,202151,3512.6573, N,7759.678, W,0.146,22.32,154,1
25671,1008.08,80.85,57.5,141,6.249,2.974,3.154,3.142,202152,3512.6572, N,7759.6779, W,0.312,22.32,157,1
25672,1008.08,80.85,57.5,141,6.262,3.006,3.212,3.161,202153,3512.6572, N,7759.6778, W,0.132,22.32,157,1
25673,1008.07,80.85,57.7,141,6.262,3.006,3.171,3.161,202154,3512.6571, N,7759.6778, W,0.168,22.32,157,1
25674,1008.08,80.85,57.7,141,6.232,3,3.193,3.161,202155,3512.6571, N,7759.6777, W,0.038,22.32,157,1
25675,1008.08,80.85,57.7,141,6.262,2.955,3.129,3.132,202156,3512.6571, N,7759.6778, W,0.078,22.32,157,1
25676,1008.09,80.83,57.7,141,6.262,2.955,3.161,3.122,202157,3512.6571, N,7759.6777, W,0.14,22.32,157,1
25677,1008.1,80.85,57.7,141,6.232,3,3.196,3.167,202158,3512.657, N,7759.6778, W,0.064,22.32,160,1
25678,1008.08,80.85,57.7,141,6.249,2.961,3.135,3.135,202159,3512.657, N,7759.6778, W,0.174,22.32,160,1
25679,1008.09,80.85,57.7,141,6.232,2.961,3.122,3.142,202200,3512.657, N,7759.6778, W,0.112,22.32,160,1
25680,1008.09,80.83,57.7,141,6.262,2.974,3.148,3.142,202201,3512.657, N,7759.6779, W,0.12,22.32,160,1
25681,1008.09,80.85,57.7,141,6.232,3.006,3.212,3.154,202202,3512.6569, N,7759.678, W,0.18,22.32,160,1
25682,1008.08,80.85,57.7,141,6.232,2.961,3.129,3.116,202203,3512.6569, N,7759.6781, W,0.194,22.32,160,1
25683,1008.07,80.85,57.5,141,6.262,3.009,3.171,3.161,202204,3512.6569, N,7759.6781, W,0.038,22.32,160,1
25684,1008.08,80.83,57.5,141,6.262,2.948,3.129,3.132,202205,3512.6569, N,7759.6782, W,0.148,22.32,160,1
25685,1008.07,80.85,57.7,141,6.219,2.974,3.154,3.142,202206,3512.6568, N,7759.6783, W,0.108,22.32,160,1
25686,1008.06,80.85,57.7,142,6.232,3.006,3.212,3.174,202207,3512.6568, N,7759.6784, W,0.12,22.32,160,1
25687,1008.08,80.85,57.7,141,6.232,2.961,3.122,3.142,202208,3512.6567, N,7759.6784, W,0.174,22.32,160,1
25688,1008.09,80.85,57.7,141,6.232,2.958,3.167,3.125,202209,3512.6567, N,7759.6784, W,0.268,22.32,160,1
25689,1008.08,80.83,57.7,141,6.232,2.961,3.171,3.125,202210,3512.6567, N,7759.6785, W,0.26,22.32,160,1
25690,1008.09,80.85,57.7,141,6.232,3.013,3.174,3.167,202211,3512.6566, N,7759.6784, W,0.154,22.32,160,1
25691,1008.1,80.85,57.9,141,6.232,3,3.196,3.161,202212,3512.6566, N,7759.6783, W,0.24,22.32,164,1
25692,1008.08,80.83,57.9,141,6.232,2.935,3.129,3.129,202213,3512.6565, N,7759.6781, W,0.066,22.32,164,1
25693,1008.05,80.81,57.9,142,6.232,3.006,3.174,3.161,202214,3512.6565, N,7759.678, W,0.146,22.32,164,1
25694,1008.07,80.83,57.9,141,6.232,2.987,3.187,3.167,202215,3512.6565, N,7759.6779, W,0.168,22.32,164,1
25695,1008.06,80.85,57.7,142,6.232,2.929,3.122,3.135,202216,3512.6565, N,7759.6779, W,0.168,22.32,164,1
25696,1008.08,80.83,57.7,141,6.232,2.961,3.119,3.145,202217,3512.6565, N,7759.6778, W,0.102,22.32,164,1
25697,1008.07,80.83,57.7,141,6.232,3.006,3.2,3.161,202218,3512.6565, N,7759.6777, W,0.046,22.32,164,1
25698,1008.09,80.83,57.7,141,6.232,2.955,3.132,3.135,202219,3512.6566, N,7759.6775, W,0.11,22.32,164,1
25699,1008.08,80.83,57.5,141,6.232,2.961,3.129,3.138,202220,3512.6566, N,7759.6773, W,0.12,22.32,164,1
25700,1008.06,80.83,57.5,142,6.232,3.006,3.174,3.161,202221,3512.6567, N,7759.6772, W,0.074,22.32,160,1
25701,1008.06,80.83,57.3,142,6.232,3.006,3.2,3.161,202222,3512.6567, N,7759.6772, W,0.172,22.32,160,1
25702,1008.06,80.85,57.2,142,6.206,2.951,3.167,3.122,202223,3512.6568, N,7759.6772, W,0.13,22.32,160,1
25703,1008.08,80.83,57.2,141,6.232,2.974,3.154,3.142,202224,3512.6569, N,7759.6773, W,0.208,22.32,160,1
25704,1008.07,80.83,57.2,141,6.232,3.022,3.203,3.161,202225,3512.6569, N,7759.6773, W,0.196,22.32,160,1
25705,1008.07,80.83,57.2,141,6.232,3.006,3.187,3.161,202226,3512.657, N,7759.6773, W,0.048,22.32,160,1
25706,1008.09,80.83,57.2,141,6.206,2.977,3.187,3.161,202227,3512.657, N,7759.6773, W,0.126,22.32,160,1
25707,1008.09,80.83,57.2,141,6.193,2.922,3.132,3.142,202228,3512.657, N,7759.6774, W,0.162,22.32,160,1
25708,1008.11,80.83,57.2,140,6.206,2.948,3.119,3.119,202229,3512.6569, N,7759.6775, W,0.118,22.32,160,1
25709,1008.09,80.83,57.2,141,6.219,3,3.2,3.164,202229,3512.6569, N,7759.6775, W,0.118,22.32,160,1
25710,1008.11,80.83,57.2,140,6.193,2.926,3.135,3.142,202230,3512.6569, N,7759.6776, W,0.102,22.32,160,1
25711,1008.12,80.83,57.2,140,6.18,2.942,3.122,3.129,202231,3512.6568, N,7759.6777, W,0.19,22.32,164,1
25712,1008.11,80.83,57.2,140,6.232,3.003,3.174,3.167,202232,3512.6567, N,7759.6779, W,0.154,22.32,164,1
25713,1008.12,80.83,57.2,140,6.219,2.935,3.142,3.142,202233,3512.6567, N,7759.6778, W,0.25,22.32,167,1
25714,1008.1,80.81,57,141,6.232,2.951,3.171,3.116,202234,3512.6567, N,7759.6777, W,0.162,22.32,167,1
25715,1008.1,80.81,56.8,141,6.18,2.968,3.148,3.135,202235,3512.6566, N,7759.6776, W,0.234,22.32,167,1
25716,1008.13,80.83,56.8,140,6.18,3.019,3.212,3.161,202236,3512.6565, N,7759.6776, W,0.352,22.32,167,1
25717,1008.1,80.81,56.6,141,6.206,2.945,3.167,3.129,202237,3512.6566, N,7759.6776, W,0.054,22.32,167,1
25718,1008.12,80.81,56.6,140,6.206,2.98,3.2,3.167,202238,3512.6566, N,7759.6776, W,0.074,22.32,167,1
25719,1008.1,80.83,56.4,141,6.206,2.897,3.116,3.132,202239,3512.6567, N,7759.6776, W,0.216,22.32,167,1
25720,1008.11,80.83,56.4,140,6.163,2.929,3.109,3.135,202240,3512.6566, N,7759.6776, W,0.158,22.32,167,1
25721,1008.09,80.81,56.3,141,6.18,2.968,3.154,3.135,202241,3512.6567, N,7759.6777, W,0.49,22.32,167,1
25722,1008.07,80.81,56.3,141,6.18,2.955,3.174,3.122,202242,3512.6568, N,7759.6778, W,0.328,22.32,167,1
25723,1008.1,80.81,56.1,141,6.193,2.968,3.148,3.135,202243,3512.6568, N,7759.6779, W,0.52,22.32,167,1
25724,1008.1,80.81,55.9,141,6.163,3.019,3.212,3.161,202244,3512.6569, N,7759.6779, W,0.064,22.32,167,1
25725,1008.09,80.81,55.9,141,6.193,2.945,3.142,3.142,202245,3512.6568, N,7759.678, W,0.18,22.32,167,1
25726,1008.06,80.81,55.9,142,6.193,2.942,3.142,3.142,202246,3512.6568, N,7759.678, W,0.328,22.32,167,1
25727,1008.09,80.81,55.9,141,6.206,2.948,3.142,3.142,202247,3512.6568, N,7759.678, W,0.08,22.32,170,1
25728,1008.09,80.81,55.7,141,6.206,3,3.174,3.161,202248,3512.6567, N,7759.678, W,0.168,22.32,170,1
25729,1008.06,80.76,55.7,142,6.15,3.006,3.2,3.142,202249,3512.6567, N,7759.6781, W,0.17,22.32,173,1
25730,1008.08,80.79,55.5,141,6.18,3.006,3.206,3.161,202250,3512.6566, N,7759.6782, W,0.102,22.32,173,1
25731,1008.08,80.81,55.5,141,6.15,2.948,3.174,3.132,202251,3512.6566, N,7759.6783, W,0.264,22.32,173,1
25732,1008.08,80.81,55.5,141,6.18,3.016,3.212,3.174,202252,3512.6566, N,7759.6784, W,0.204,22.32,173,1
25733,1008.09,80.81,55.5,141,6.206,2.955,3.171,3.129,202253,3512.6565, N,7759.6785, W,0.306,22.32,173,1
25734,1008.08,80.79,55.5,141,6.18,2.919,3.122,3.132,202254,3512.6565, N,7759.6785, W,0.348,22.32,173,1
25735,1008.09,80.81,55.5,141,6.15,3.013,3.212,3.167,202255,3512.6564, N,7759.6786, W,0.386,22.32,173,1
25736,1008.08,80.81,55.5,141,6.18,2.955,3.171,3.116,202256,3512.6564, N,7759.6786, W,0.494,22.32,177,1
25737,1008.08,80.81,55.4,141,6.15,2.935,3.135,3.135,202257,3512.6565, N,7759.6786, W,0.188,22.32,177,1
25738,1008.08,80.81,55.4,141,6.18,3.006,3.187,3.174,202258,3512.6564, N,7759.6786, W,0.318,22.32,177,1
25739,1008.07,80.79,55.4,141,6.15,2.948,3.158,3.109,202259,3512.6564, N,7759.6786, W,0.236,22.32,177,1
25740,1008.08,80.81,55.4,141,6.18,2.964,3.148,3.142,202300,3512.6563, N,7759.6787, W,0.296,22.32,177,1
25741,1008.09,80.79,55.4,141,6.124,3.013,3.206,3.174,202301,3512.6563, N,7759.6788, W,0.238,22.32,177,1
25742,1008.07,80.81,55.4,141,6.18,3.006,3.2,3.161,202302,3512.6563, N,7759.6788, W,0.222,22.32,177,1
25743,1008.08,80.79,55.4,141,6.18,3.013,3.206,3.174,202303,3512.6563, N,7759.6787, W,0.138,22.32,177,1
25744,1008.05,80.81,55.4,142,6.18,2.948,3.161,3.109,202304,3512.6563, N,7759.6787, W,0.28,22.32,177,1
25745,1008.06,80.79,55.4,142,6.18,2.964,3.154,3.135,202305,3512.6563, N,7759.6787, W,0.094,22.32,177,1
25746,1008.06,80.81,55.4,142,6.18,3.019,3.212,3.161,202306,3512.6563, N,7759.6787, W,0.27,22.32,177,1
25747,1008.06,80.79,55.4,142,6.18,2.948,3.142,3.135,202307,3512.6562, N,7759.6787, W,0.33,22.32,177,1
25748,1008.04,80.79,55.2,142,6.137,2.993,3.2,3.161,202308,3512.6562, N,7759.6787, W,0.126,22.32,177,1
25749,1008.07,80.79,55.2,141,6.163,2.935,3.142,3.148,202309,3512.6563, N,7759.6786, W,0.368,22.32,177,1
25750,1008.07,80.79,55.2,141,6.15,2.955,3.142,3.142,202310,3512.6563, N,7759.6784, W,0.164,22.32,173,1
25751,1008.07,80.78,55.2,141,6.163,2.974,3.161,3.142,202311,3512.6563, N,7759.6784, W,0.264,22.32,173,1
25752,1008.07,80.79,55.2,141,6.18,3,3.2,3.161,202312,3512.6563, N,7759.6784, W,0.368,22.32,173,1
25753,1008.05,80.78,55,142,6.18,2.948,3.174,3.122,202313,3512.6563, N,7759.6786, W,0.278,22.32,177,1
25754,1008.06,80.79,55.2,142,6.18,2.968,3.148,3.132,202314,3512.6562, N,7759.6786, W,0.056,22.32,177,1
25755,1008.06,80.79,55,142,6.163,3.019,3.212,3.148,202315,3512.6563, N,7759.6786, W,0.216,22.32,177,1
25756,1008.06,80.78,55,142,6.15,3.006,3.177,3.158,202316,3512.6563, N,7759.6786, W,0.348,22.32,177,1
25757,1008.06,80.79,55,142,6.15,2.98,3.196,3.161,202317,3512.6562, N,7759.6786, W,0.168,22.32,177,1
25758,1008.06,80.79,55,142,6.163,2.948,3.142,3.119,202318,3512.6562, N,7759.6785, W,0.114,22.32,177,1
25759,1008.07,80.79,55,141,6.15,2.926,3.142,3.154,202319,3512.6561, N,7759.6785, W,0.17,22.32,173,1
25760,1008.06,80.78,55.2,142,6.163,2.935,3.132,3.116,202320,3512.6561, N,7759.6783, W,0.11,22.32,173,1
25761,1008.07,80.79,55.2,141,6.124,2.955,3.148,3.142,202321,3512.6561, N,7759.6781, W,0.118,22.32,170,1
25762,1008.07,80.78,55.2,141,6.15,3.003,3.183,3.158,202322,3512.6562, N,7759.678, W,0.148,22.32,167,1
25763,1008.08,80.79,55.4,141,6.15,2.98,3.2,3.161,202323,3512.6562, N,7759.6778, W,0.118,22.32,167,1
25764,1008.08,80.76,55.4,141,6.15,2.942,3.161,3.116,202324,3512.6562, N,7759.6776, W,0.092,22.32,167,1
25765,1008.09,80.79,55.4,141,6.15,2.968,3.154,3.142,202325,3512.6562, N,7759.6775, W,0.214,22.32,164,1
25766,1008.09,80.79,55.5,141,6.124,3.019,3.212,3.167,202326,3512.6563, N,7759.6773, W,0.226,22.32,164,1
25767,1008.08,80.78,55.5,141,6.15,3.006,3.2,3.148,202327,3512.6563, N,7759.6771, W,0.224,22.32,164,1
25768,1008.06,80.78,55.5,142,6.15,2.984,3.2,3.167,202328,3512.6563, N,7759.6769, W,0.08,22.32,160,1
25769,1008.08,80.78,55.5,141,6.124,2.935,3.142,3.135,202329,3512.6563, N,7759.6768, W,0.29,22.32,160,1
25770,1008.08,80.78,55.5,141,6.15,2.948,3.154,3.154,202330,3512.6562, N,7759.6767, W,0.128,22.32,160,1
25771,1008.09,80.78,55.7,141,6.15,3.006,3.174,3.158,202331,3512.6563, N,7759.6766, W,0.206,22.32,160,1
25772,1008.09,80.76,55.7,141,6.15,3,3.2,3.142,202332,3512.6563, N,7759.6767, W,0.168,22.32,160,1
25773,1008.1,80.76,55.9,141,6.15,2.955,3.174,3.129,202333,3512.6564, N,7759.6767, W,0.128,22.32,160,1
25774,1008.11,80.76,55.9,140,6.15,2.974,3.161,3.142,202334,3512.6563, N,7759.6767, W,0.046,22.32,160,1
25775,1008.1,80.78,55.9,141,6.15,3.013,3.209,3.174,202335,3512.6563, N,7759.6767, W,0.126,22.32,160,1
25776,1008.09,80.76,55.9,141,6.15,2.948,3.174,3.122,202336,3512.6562, N,7759.6767, W,0.102,22.32,160,1
25777,1008.1,80.76,55.9,141,6.15,2.987,3.2,3.161,202337,3512.6562, N,7759.6767, W,0.128,22.32,164,1
25778,1008.08,80.76,55.9,141,6.15,2.935,3.142,3.132,202338,3512.6561, N,7759.6767, W,0.124,22.32,164,1
25779,1008.09,80.76,55.9,141,6.15,2.942,3.142,3.135,202339,3512.6561, N,7759.6768, W,0.08,22.32,164,1
25780,1008.08,80.76,55.9,141,6.15,2.98,3.2,3.171,202340,3512.6562, N,7759.6769, W,0.218,22.32,164,1
25781,1008.07,80.74,55.9,141,6.137,3.006,3.2,3.161,202341,3512.6562, N,7759.677, W,0.156,22.32,164,1
25782,1008.07,80.76,56.1,141,6.137,2.948,3.174,3.125,202342,3512.6563, N,7759.6771, W,0.168,22.32,164,1
25783,1008.08,80.76,55.9,141,6.107,2.968,3.154,3.142,202343,3512.6563, N,7759.6771, W,0.164,22.32,160,1
25784,1008.07,80.74,55.9,141,6.137,2.935,3.142,3.135,202344,3512.6563, N,7759.677, W,0.116,22.32,160,1
25785,1008.07,80.74,55.9,141,6.137,3.006,3.2,3.161,202345,3512.6563, N,7759.677, W,0.142,22.32,160,1
25786,1008.08,80.74,55.9,141,6.15,2.955,3.174,3.116,202346,3512.6562, N,7759.6769, W,0.142,22.32,160,1
25787,1008.06,80.74,55.9,142,6.094,2.968,3.161,3.135,202347,3512.6562, N,7759.6769, W,0.164,22.32,160,1
25788,1008.07,80.74,55.9,141,6.124,3.006,3.206,3.161,202348,3512.6561, N,7759.6769, W,0.184,22.32,160,1
25789,1008.08,80.74,55.9,141,6.124,3.006,3.174,3.174,202349,3512.6561, N,7759.6769, W,0.29,22.32,164,1
25790,1008.08,80.74,55.9,141,6.124,2.984,3.2,3.167,202350,3512.6561, N,7759.6769, W,0.08,22.32,164,1
25791,1008.11,80.74,55.9,140,6.124,2.935,3.135,3.135,202351,3512.6561, N,7759.677, W,0.142,22.32,167,1
25792,1008.08,80.76,55.9,141,6.094,3,3.18,3.158,202352,3512.6562, N,7759.6772, W,0.128,22.32,167,1
25793,1008.09,80.72,55.9,141,6.124,2.968,3.161,3.135,202353,3512.6563, N,7759.6774, W,0.032,22.32,167,1
25794,1008.11,80.74,55.9,140,6.124,3.019,3.212,3.161,202354,3512.6564, N,7759.6775, W,0.176,22.32,167,1
25795,1008.1,80.74,55.9,141,6.094,2.948,3.142,3.138,202355,3512.6564, N,7759.6776, W,0.308,22.32,167,1
25796,1008.09,80.74,55.9,141,6.094,3.006,3.174,3.161,202356,3512.6564, N,7759.6775, W,0.048,22.32,167,1
25797,1008.11,80.74,55.9,140,6.124,2.984,3.2,3.167,202357,3512.6563, N,7759.6776, W,0.184,22.32,170,1
25798,1008.09,80.72,55.7,141,6.124,3.003,3.206,3.167,202358,3512.6563, N,7759.6776, W,0.14,22.32,170,1
25799,1008.07,80.72,55.7,141,6.094,2.971,3.158,3.135,202359,3512.6563, N,7759.6776, W,0.368,22.32,170,1
25800,1008.09,80.74,55.7,141,6.081,3,3.2,3.161,202400,3512.6563, N,7759.6775, W,0.236,22.32,167,1
25801,1008.1,80.72,55.7,141,6.124,3,3.2,3.142,202401,3512.6563, N,7759.6775, W,0.2,22.32,167,1
25802,1008.09,80.74,55.7,141,6.107,3.006,3.2,3.161,202402,3512.6563, N,7759.6775, W,0.064,22.32,167,1
25803,1008.1,80.74,55.7,141,6.124,2.955,3.174,3.122,202403,3512.6562, N,7759.6776, W,0.064,22.32,167,1
25804,1008.1,80.74,55.7,141,6.094,2.974,3.161,3.142,202404,3512.6562, N,7759.6777, W,0.448,22.32,164,1
25805,1008.09,80.74,55.7,141,6.124,3.006,3.2,3.167,202405,3512.6562, N,7759.6778, W,0.364,22.32,164,1
25806,1008.09,80.72,55.9,141,6.107,2.968,3.154,3.142,202406,3512.6562, N,7759.6778, W,0.048,22.32,164,1
25807,1008.09,80.74,55.9,141,6.107,3.006,3.2,3.161,202407,3512.6562, N,7759.6778, W,0.204,22.32,164,1
